what,kind,bundleId,bundleVersion,description,time
error,log,,,"Unhandled event loop exception",1348738404568
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAutomatically",1348738423772
error,log,,,"Unhandled event loop exception",1348738425966
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1348738426830
started,bundle,com.google.gdt.eclipse.platform.shared,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.platform.shared",1348738427014
error,log,,,"Unhandled event loop exception",1348738428885
error,log,,,"Unhandled event loop exception",1348738429245
error,log,,,"Unhandled event loop exception",1348738429404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348738433793
error,log,,,"Unhandled event loop exception",1348738433816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348738453336
error,log,,,"Unhandled event loop exception",1348738453341
error,log,,,"Unhandled event loop exception",1348738458739
error,log,,,"Unhandled event loop exception",1348738459666
error,log,,,"Unhandled event loop exception",1348738460282
error,log,,,"Unhandled event loop exception",1348738460482
error,log,,,"Unhandled event loop exception",1348738460666
error,log,,,"Unhandled event loop exception",1348738462250
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1348738469857
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1348738469859
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1348738469871
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1348738469875
started,bundle,org.eclipse.xsd,2.8.0.v20120319-0555,"org.eclipse.xsd",1348738469915
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1348738470041
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348738470064
error,log,,,"An error has occurred when closing the workbench. See error log for more details.",1348738470083
error,log,,,"Error occurred during status handling",1348738470086
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1348738470235
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1348738470238
started,bundle,com.google.gdt.eclipse.maven,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.maven",1348738470566
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1348738470610
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1348738470628
