what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.xsd,2.8.0.v20120319-0555,"org.eclipse.xsd",1348712177490
started,bundle,com.dubture.twig.core,1.0.102,"com.dubture.twig.core",1348712179299
started,bundle,com.dubture.symfony.core,1.0.69,"com.dubture.symfony.core",1348712179308
started,bundle,org.eclipselabs.jsdt.jquery.ui,1.4.0,"org.eclipselabs.jsdt.jquery.ui",1348712190262
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1348712214219
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1348712214234
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1348712214289
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1348712214289
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1348712214551
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1348712214635
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1348712220858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712221057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712248705
executed,command,com.google.gdt.eclipse.suite,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.suite.GDTPulldown",1348712251124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712256810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712346114
executed,command,com.google.appengine.eclipse.core,3.1.0.v201208080120-rel-r37,"com.google.appengine.eclipse.core.deployToGoogle",1348712346121
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712349474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712373930
started,bundle,com.google.appengine.eclipse.datatools,3.1.0.v201208080120-rel-r37,"com.google.appengine.eclipse.datatools",1348712375130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712375177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712974102
executed,command,com.google.appengine.eclipse.core,3.1.0.v201208080120-rel-r37,"com.google.appengine.eclipse.core.deployToGoogle",1348712974111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712987431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348712990281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1348712990289
started,bundle,com.google.gdt.eclipse.gph,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.gph",1348713008873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348713008962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348713012718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348713033157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348713039707
