what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348698679942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698680951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698724000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698727983
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698764522
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348698764537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1348698765952
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1348698774688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1348698777282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1348698786403
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348698790421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698795705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348698801187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698802023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348698802031
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1348698803465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348698805311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348698806766
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698808878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698819481
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1348698825633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348698826800
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698828660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698871849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698889144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698930408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1348698932692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348698937372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698940023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348698977165
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1348698984467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1348699000635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348699005077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699008102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699065378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699071767
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699079273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699098903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699155329
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1348699178211
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.remove.block.comment",1348699179632
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.remove.block.comment",1348699179953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348699181091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699183086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699218257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699221174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699228360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699246864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699284217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699289168
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348699314081
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348699317128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348699318017
