what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694567696
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694567703
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694568987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694576469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348694578172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694579594
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348694581680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694582554
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694586053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694587143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694587149
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694591163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694593625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694594571
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348694596536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694597898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694601186
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694602482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694603455
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694603461
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694607275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694613625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694615167
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348694618903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694621170
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694623960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694625248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694625257
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694627026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694632246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694634398
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348694636839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694638614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694641366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694642351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694642358
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694644466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694645661
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348694648384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694650970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694657164
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694658039
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694658046
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694659515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694662864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694663965
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348694666367
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694674884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694679808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694680648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694680663
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694682425
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694683382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694684462
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348694685241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694688191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694689783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694692659
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694696302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694697206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694697215
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694698962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694699874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694702148
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348694704015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694704922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694707372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694708334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694708341
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694710441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694711307
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694712257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694715391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694729020
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348694729035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694729713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694731304
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1348694736462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694742634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694745861
started,bundle,org.eclipse.dltk.core.manipulation,3.0.0.v20110609-1525,"org.eclipse.dltk.core.manipulation",1348694750677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694750752
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1348694751016
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1348694751071
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1348694751087
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1348694751117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694751212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694751226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694751707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694758537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348694762142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694762854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348694762861
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348694765506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348694767206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694768998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694770958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694794456
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694859527
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348694904553
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348694936715
