what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348688583832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348688592938
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348688592955
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1348688593186
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1348688593281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348688796701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1348688799143
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348688802615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348688804751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348688937888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348688980964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348689008811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348689013963
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348689021664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348689028879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348689041904
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348689071254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348689073090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348689117305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348689132550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348689141895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348689154153
