what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1348585508442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348585533865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348585536823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585540624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585581978
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1348585613365
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348585615266
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1348585621811
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348585626760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585628092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348585644238
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585645531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348585645537
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348585648086
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348585650117
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348585654956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348585670369
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1348585675738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348585676808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585678502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585697633
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348585697647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585698744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348585705998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585706976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1348585706983
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348585708799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348585728156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348585729465
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585730032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348585788251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348586299224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348586299311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348586302918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348586304210
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1348586304330
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348586304730
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1348586308106
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1348586308106
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1348586308106
