what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348672487078
opened,view,org.eclipse.wst.internet.monitor.ui,1.0.507.v20110817_1651,"org.eclipse.wst.internet.monitor.view",1348672488807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348672488831
activated,view,org.eclipse.wst.internet.monitor.ui,1.0.507.v20110817_1651,"org.eclipse.wst.internet.monitor.view",1348672488841
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348672563008
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1348672565658
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1348672565693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348672582919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348672592919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348673348856
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1348673354151
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1348673354891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348673388974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348673541175
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348673590856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1348673594668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348673599671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674103735
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674105602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1348674127220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674147199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674188496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674205042
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348674222225
started,bundle,com.dubture.twig.core,1.0.102,"com.dubture.twig.core",1348674222703
started,bundle,com.dubture.symfony.core,1.0.69,"com.dubture.symfony.core",1348674222743
started,bundle,com.dubture.symfony.index,1.0.69,"com.dubture.symfony.index",1348674223312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674259679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674277279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674279320
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674302646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674323176
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1348674356653
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1348674356979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1348674358078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348674365951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674397343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674420759
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674423687
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1348674431314
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1348674434881
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1348674449845
started,bundle,org.eclipse.php.server.ui,3.0.1.v201201110400,"org.eclipse.php.server.ui",1348674492112
started,bundle,com.dubture.symfony.debug,1.0.69,"com.dubture.symfony.debug",1348674492113
started,bundle,org.eclipse.php.debug.ui,3.0.1.v201201110400,"org.eclipse.php.debug.ui",1348674492187
started,bundle,com.google.gdt.eclipse.suite,2.5.2.v201202290255-rel-r37,"com.google.gdt.eclipse.suite",1348674506182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674602087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674647937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348674658118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348674713566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674719863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674732245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674737686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674933743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1348674955350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1348674959560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1348674961784
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348674976802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1348674990832
